Data Broker Name,Email Address,Website URL,Physical Address,How a consumer may opt out of sale or submit requests under the CCPA,How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1),Additional information about data collecting practices,Date Added
Meltwater News US Inc.,legal [at] meltwater.com,http://www.meltwater.com,"Suite 165, 555 Twin Dolphin Drive, Redwood City, CA 94065, United States","They may opt-out by visiting the privacy page, clicking on a ""DO NOT SELL MY INFORMATION"" link and complete a form. They may also phone a designated number. They may also email privacy@meltwater.com","They may opt-out by visiting the privacy page, clicking on a ""DO NOT SELL MY INFORMATION"" link and complete a form. They may also phone a designated number. They may also email privacy@meltwater.com","Data collection will be from a third party vendor, that provides public and licensed data. ",3/22/2023
"Greenhouse Software, Inc.",privacy [at] greenhouse.io,https://www.greenhouse.com/,"228 Park Avenue S. PMB 14744, Attn: Privacy, New York, NY 10003-1502, United States","privacy@greenhouse.io, with the subject line ""Interseller""","privacy@greenhouse.io, with the subject line ""Interseller""","Greenhouse's role as a data broker is limited to Interseller for Agencies and excludes all other Greenhouse products and services, including, but not limited to, Greenhouse Recruiting, Greenhouse Onboarding and Greenhouse Sourcing Automation.",9/27/2023
"PLEXUSS, INC.",compliance [at] plexuss.com,http://plexuss.com,"231 Market Place, Suite 241, San Ramon, CA 94583, United States",Via email at compliance@plexuss.com or at this link: https://plexuss.com/ccpa-opt-out,Via email at compliance@plexuss.com or at this link: https://plexuss.com/ccpa-opt-out,Via email at compliance@plexuss.com or at this link: https://plexuss.com/ccpa-opt-out,3/27/2023
"Unearth Campaigns, LLC",privacy [at] unearthcampaigns.com,https://www.unearthcampaigns.com,"555 Capitol Mall, Suite 640, Sacramento, CA 95814, United States","Opt out of sale. Consumers can opt out of the sale of their personal information by clicking on link entitled â€œDo Not Sell or Share My Personal Informationâ€ located in the footer of Unearthâ€™s website and following the instructions to opt out. From that link, we offer two opt outs for sales, one for data disclosures that we make in our issue advocacy work, and another for disclosures of personal information of our website visitors (which does not involve our role as a data broker)., , Other consumer requests (right to know, correct, and delete). For other consumer rights, consumers can submit a request through our interactive form (https://www.unearthcampaigns.com/right-to-know/) which we link to from the â€œYour California Privacy Rightsâ€ section of our California Privacy Notice (https://www.unearthcampaigns.com/privacy-policy/#ca).",Not applicable because Unearth did not publicly post online the home address or home telephone number of individuals.,Unearth processes information about California consumers in accordance with Unearthâ€™s Privacy Policy (https://www.unearthcampaigns.com/privacy-policy/) and its California Privacy Notice (https://www.unearthcampaigns.com/privacy-policy/#ca).,3/29/2023
Affinity Answers Corporation,dataprivacy [at] affinityanswers.com,http://www.affinityanswers.com,"12708, Riata Vista Cir, Suite #A-113, Austin, TX 78727, United States",A consumer may opt out of sale or submit requests under the CCPA by emailing us at dataprivacy@affinityanswers.com or by filling out our privacy request webform located at https://www.affinityanswers.com/your-privacy-choices/. This webform is accessible on our website (https://www.affinityanswers.com/) via a link in the footer entitled â€˜Your Privacy Choices.â€™,"Affinity Answers does not publicly post online the home address or home telephone number of individuals. Regardless, a protected individual can demand deletion of their personal information by emailing us at dataprivacy@affinityanswers.com or by filling out our privacy request webform located at https://www.affinityanswers.com/your-privacy-choices/. ","Affinity Answers collects information about California consumers in accordance with Affinity Answerâ€™s Privacy Policy available at https://www.affinityanswers.com/privacy-policy/. For additional information about our data collecting practices, consumers can email us at dataprivacy@affinityanswers.com.",4/3/2023
"FourthWall Media, Inc.",privacypolicy [at] fourthwall.tv,http://fourthwall.tv,"45925 Horseshoe Drive, Suite 100, Dulles, VA 20165, United States","If a consumer wished to opt our they can do any of the following:, Call Toll free:  866.372.6774, Follow this link:  https://www.fourthwall.tv/donotsellorshare-fourthwall     , Send an email to:  privacypolicy@fourthwall.tv, , ","If a consumer wants to demand deletion of information they can do any of the following:, Call Toll free:  866.372.6774, Follow this link:  https://www.fourthwall.tv/donotsellorshare-fourthwall     , Send an email to:  privacypolicy@fourthwall.tv","Go to the following link:    https://www.fourthwall.tv/privacy-fourthwall, See the ""Information We Collect"" and the ""How We Use Information We Collect""  sections., , Following is what is contained in those sections:, , FourthWall offers its Reveal Portfolio and related services that allow our business customers to understand and analyze television, cable, satellite, broadcast, and device viewership data and extract meaningful insights (the â€œReveal Portfolioâ€). Our Reveal Portfolio and related services include the provision of demographic data about individual viewers, data about specific TV programming and advertisements viewed by households and related reporting and tracking to understand the effectiveness of these programs and advertisements. This Privacy Notice describes how FourthWall (â€œour,â€ â€œweâ€) collects, uses, and shares personal information via its Reveal Portfolio and related services (ourâ€ Servicesâ€) and the rights you may have regarding the same., , We collect information you choose to give our third-party partners and other information that may be automatically collected from your use of our Services, including from your device. We use that information to operate our business, and for a variety of other purposes set forth below. , , INFORMATION WE COLLECT, To provide our Services, we collect data by which you may be personally identified. We may also collect information about the devices and equipment you use to access our Services, including usage data.  , , We collect your personal information from a variety of sources, including: , , -        Automatically as you utilize the Services., , -        From third parties, including analytics providers, data brokers, and online and broadcast distributors and providers of video and television content., , -        From our business customers., , Information we collect from third party sources., , We may collect additional information from third-parties. These third parties may provide us information both in connection with our Services and through tools they use to collect information about you when you use our Services. The information they collect may be associated with your personal information or they may collect information about your online activities over time. With respect to our Services our business customers  may use this information to provide you with interest-based advertising or other targeted content, and for other purposes (such as to better understand our Servicesâ€™ audience)., , Services Related Data Collection., , In connection with our offer and provision of our Services to our business customers, we may collect information from third parties including:, ,  Television, cable, satellite, and broadcast companies.  This information includes:,   What television programs are being watched in your home.,   What time, and for how long, those programs are watched.,  Demographic information services / data brokers. This information includes:,  Information about the ages of the members of your household.,  Information about household income.,  Information about racial, ethnic, or religious background.,  Information about gender, and the genders of other individuals in your household.,  Information about your interests and preferences.,  Other information that be available from such data broker services., Online Activity/Data Brokers, ,   Information regarding your use of online services through cookies, web beacons, and other automatically collected information. This data may include your IP address, date and time you access online services and the pages and content you access during your visit, websites that you link to or from, emails from us that you open, and the links you click on within those emails., ,   Information from your mobile device or your computer about how you interact with online services, including IP address, operating system, and browser type., , Information provided by our business customers., , In some cases, our business customers may directly provide information about individuals to our platform. We may process this data according to such customerâ€™s instructions in that case., , HOW WE USE INFORMATION WE COLLECT, â€‹, We may use data we collect for a variety of purposes, including the following (which includes activity on behalf of our business clients):, ,  To provide our Reveal Portfolio  to our business customers. We may provide our business customers with the ability to receive, combine, analyze and report on the collected data. This provides insights regarding their advertising, campaigns and other promotions including the viewership of their ads and helps identify target audiences for additional advertising., , To maintain, analyze, customize, measure, and improve our Services, which includes generating internal reports about the use of our Services., , To send transactional communications, including requests for information, responses to requests for information, and other Service updates., , To provide customer support., , To communicate with our customers, including about products updates and offerings that we think they may be interested in., , For account management, finance, dispute resolution, and reporting purposes., , To monitor and enforce our legal terms or similar terms., , For internal business reasons, including internal audits or investigations, company research, insurance purposes., , To comply with law and satisfy our regulatory compliance obligations., , To detect and prevent fraud and other prohibited, illicit or illegal activity, and to protect you, others, and ourselves., , For other purposes permitted by law or to which you consent., ,  Please note that we may combine the information we gather about you in identifiable form, including information from third parties. We may use this information, for example, to improve and personalize our Services, content, and our own marketing efforts.",4/13/2023
Structure,support [at] structure.ac,https://www.structure.ac,"1041 N Dupont Hwy, #1047, Dover, DE 19901, United States",http://structure.ac/opt_outs/new,http://structure.ac/opt_outs/new,,4/17/2023
"SheerID, Inc.",Privacy [at] sheerid.com,https://www.sheerid.com/global-privacy-policy/,"1300 SW 5th Avenue, Suite 2100, Portland, OR 97201, United States","A consumer may opt out of sale or submit requests under the CCPA by following the instructions set forth at the SheerID Privacy Center, which is accessible via the SheerID Global Privacy Policy, located at: https://www.sheerid.com/global-privacy-policy/#your-california-privacy-rights; and/or https://www.sheerid.com/privacy-notice-for-audience-development-products-services/","A consumer may demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by following the instructions set forth at the SheerID Privacy Center, which is accessible via the SheerID Global Privacy Policy, located at: https://www.sheerid.com/global-privacy-policy/#your-california-privacy-rights; and/or https://www.sheerid.com/privacy-notice-for-audience-development-products-services/","For additional information about our data collection practices, please see: , â€¢ Our Global Privacy Policy, available at: https://www.sheerid.com/global-privacy-policy/, â€¢ The California Resident section of our Privacy Policy, available at: https://www.sheerid.com/global-privacy-policy/#your-california-privacy-rights, â€¢ Our Privacy Overview page, available at: https://www.sheerid.com/privacy_overview/",4/19/2023
"Alliant Cooperative Data Solutions, LLC",Compliance [at] alliantdata.com,http://alliantdata.com,"301 Fields Lane, Brewster, NY 10509, United States",The consumer may opt out of Alliant's consumer data products through the automated opt out page at https://alliantdata.com/data-services-and-website-privacy-policy/.,"Alliant does not display or permit the display of such information, or operate a website that involves user generated content.",None.,5/4/2023
"Convex Labs, Inc.",support [at] convexlabs.io,http://convex.com,"548 Market St, #77080, San Francisco, CA 94120, United States",,,,5/3/2023
PrivCo Media LLC,legal [at] privco.com,http://www.privco.com,"149 East 23rd Street, #1904, New York, NY 10010, United States","California consumers can opt out of the sale of their personal information or submit a request under the CCPA by directly emailing PrivCo at privacy@privco.com.   If you want your personal information removed from our searchable databases, you should email privacy@privco.com with â€œRemove my contact informationâ€ in the subject line and include the following information in the body: your name, title, and contact information that you wish to have removed.  ","To exercise the access and deletion rights described above, please submit a request to us by either: Emailing us at privacy@privco.com.  The request should include your contact information and describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it. In addition, you should provide sufficient information that allows us to reasonably verify that you are the person about whom we collected the personal information. Upon receiving your request, we may reach out to seek further verification from you. If you use an authorized agent to make request, you must provide the authorized agent written permission to do so, and we may require that you verify your identity directly with us.  In order to protect the security of your personal information, we will not honor a request if we cannot verify your identity or authority to make the request and confirm the personal information relates to you. The method and information used to verify your identity will vary depending on the nature of the request, and may include your email address, government identification and/or signed affidavit.   You have the right not to receive discriminatory treatment for exercising any of your privacy rights. ",Additional information about PrivCo's data collection practices can be found in PrivCo's privacy policy: https://www.privco.com/privacy-policy,5/10/2023
ATTOM Data Solutions LLC,privacy [at] attomdata.com,http://www.attomdata.com,"530 Technology Drive, Suite 100 & 200, Irvine, CA 92618, United States","1) By emailing privacy@attomdata.com, 2) By completing this form: https://www.attomdata.com/privacy/california-consumer-privacy-act-ccpa-request-form/, ","1) By emailing privacy@attomdata.com, 2) By completing this form: https://www.attomdata.com/privacy/california-consumer-privacy-act-ccpa-request-form/, ",,6/16/2023
"Terminus Software, Inc.",privacy [at] terminus.com,https://terminus.com,"925B Peachtree St NE, #313, Atlanta, GA 30309, United States","Via any of the following: (a) clicking the ""Do Not Sell or Share My Personal Info"" link on our website at https://terminus.com, (b) mailing a written request to Terminus Software, Inc., ATTN: Data Privacy Request, 925B Peachtree St NE, #313, Atlanta, GA 30309, or (c) emailing us at privacy@terminus.com. In either of the foregoing channels, the consumer should include their name, email address and state/jurisdiction of residence. More information may be found in Terminus' Privacy Policy posted at https://terminus.com.","A demand by a protected individual under Gov. Code section  any of the following: (a) clicking the ""Do Not Sell or Share My Personal Info"" link on our website at https://terminus.com, (b) mailing a written request to Terminus Software, Inc., ATTN: Data Privacy Request, 925B Peachtree St NE, #313, Atlanta, GA 30309, or (c) emailing us at privacy@terminus.com. In either of the foregoing channels, the protected individual should include their name, email address, and telephone number and/or home address (as applicable to this request). A demand made under this paragraph shall include a sworn statement declaring that the person is subject to the protection of this section and describing a reasonable fear for the safety of that individual or of any person residing at the individualâ€™s home address.","More information about Terminus Software, Inc.'s data collecting practices may be found at https://terminus.com/privacy-policy/.",6/12/2023
Crosswalk Technologies Inc,privacy [at] crosswalknyc.com,http://www.crosswalknyc.com,"31 Hudson Yards, 11th floor, New York, NY 10001, United States","They can opt out by themselves using the information provided in our website or plugin; they can email/call/mail us and we will remove them from our data base. They have full access to this information on our website and documents provided (privacy policy; terms of use; express consent, etc). We reinforce that for us to have their data they have to freely consent on us collecting it by fully applying in our plugin questionnaire.  ","They can opt out by themselves using the information provided in our website or plugin, everything we have stored will be removed automatically; or they can email/call/mail us and we will remove them from our data base and take all the measures to have their information deleted from all our platforms right away. They have full access to this information on our website and documents provided (privacy policy; terms of use; express consent, etc). We reinforce that for us to have their data they have to freely consent on us collecting it by fully applying in our plugin questionnaire.  ","Everything we collect from our users is based on their free given consent. Our privacy policy and other documents attached to our website have the intention to be fully transparent with the users, for we believe in zero-party data. ",5/29/2023
"Enigma Technologies, Inc.",privacy [at] enigma.com,http://enigma.com,"217 Centre Street, Suite 124, New York, NY 10013, United States","Relevant information and means are available at the following link:, https://enigma.com/do-not-share-or-sell-my-personal-information","Relevant information and means are available at the following link:, https://enigma.com/do-not-share-or-sell-my-personal-information","Our relevant data practices are available at the following link:, https://enigma.com/privacy-policy",6/16/2023
Magnite Inc,privacy [at] magnite.com,https://www.magnite.com/,"6080 Center Drive, Suite 400/4th Floor, Los Angeles, CA 90045, United States",https://www.magnite.com/legal/user-choice-portal/,N/A.,"You can find more about our data collection and use practices here: , https://www.magnite.com/legal/advertising-technology-privacy-policy/",6/19/2023
Ray CDP Inc,privacy [at] raycdp.com,http://www.raycdp.com,"939 Hollywood Blvd, Deltona, FL 32725, United States",A consumer can contact us regarding requests under the CCPA by submitting a request online at https://www.rayinsights.com/privacy-notice/consumer-choice-portal/ or contacting us by the phone number listed in this portal on our website.,"We do not publicly post or publicly display on the internet or in any other public space consumer information, such as home address or home telephone numbers.   We also do not host websites that would allow the posting of information for public display.  Therefore, we do not have a specific method for submitting the requests described in this section.  Consumers can exercise their privacy choices at https://www.rayinsights.com/privacy-notice/consumer-choice-portal/.","We use consumer data for the purpose of creating products and services to help consumers receive relevant marketing offers, reducing marketing waste and unwanted advertising.  We collect data for United States consumers above the age of 18.  We require our clients to use our products only for marketing activities, and not for sensitive decisions like credit decisions, employment or housing. We restrict the type of data we receive and the type of data we share in the interest of consumer privacy. We do not use, collect or retain sensitive data like credit card or bank account numbers, Social Security Numbers or other government-issued identifiers. We do not accept or generate information specifying individualsâ€™ health conditions (such as protected health ""HIPAA"" information) and do not attempt to predict that any person has a particular health condition.  We do not knowingly possess or collect personal information about minors or people residing outside of the US., ",12/1/2023
"AtData, LLC",privacy [at] atdata.com,https://www.atdata.com,"770 Legacy Pl, Dedham, MA 02026, United States","Consumers may opt out by using the following form: https://www.atdata.com/ccpa-form , by emailing privacy@atdata.com, or mailing to, AtData, LLC, Attn: Privacy Officer, 770 Legacy Pl, Dedham, MA 02026","Consumers can demand deletion by using the following form: https://www.atdata.com/ccpa-form , by emailing privacy@atdata.com, or mailing to, AtData, LLC, Attn: Privacy Officer, 770 Legacy Pl, Dedham, MA 02026",,6/22/2023
Catalist LLC,privacy [at] catalist.us,http://www.catalist.us,"1310 L ST NW Ste 500, Washington, DC 20005, United States","Contact Catalist by completing the form at catalist.us/your-privacy-choices or by telephone ((800) 938-9516), email (privacy@catalist.us), or mail at 1310 L Street NW #500, Washington, DC 20005, Attn: Data Privacy., ","Contact Catalist by completing the form at catalist.us/your-privacy-choices or by telephone ((800) 938-9516), email (privacy@catalist.us), or mail at 1310 L Street NW #500, Washington, DC 20005, Attn: Data Privacy., ","Additional information regarding Catalistâ€™s data collection practices is available on our privacy page (catalist.us/privacy-policy)., ",6/30/2023
Live Data Technologies Inc.,sales [at] livedatatechnologies.com,http://www.livedatatechnologies.com,"924 Chapala Street, #D, Santa Barbara, CA 93101, United States","Complete the form available at https://www.livedatatechnologies.com/opt-out and include name, email address, and current or prior place of employment or provide the same information to remove@livedatatechnologies.com.","Complete the form available at https://www.livedatatechnologies.com/opt-out and include name, email address, and current or prior place of employment or provide the same information to remove@livedatatechnologies.com.",,7/18/2023
Complementics,hello [at] complementics.com,http://Complementics.com,"1074 W Taylor St #371, Chicago, IL 60607, United States",https://www.complementics.com/optout-donotsell,"https://www.complementics.com/opt-out, ","Transparency and the ability to opt-out are foundational to our practices. , , Thank you for the consideration.",7/6/2023
"Inbound Insight, LLC",info [at] inboundinsight.com,http://www.inboundinsight.com,"800 Third Ave, FRNT A #1531, New York, NY 10022, United States","Consumers may submit requests under CCPA by emailing privacy@inboundinsight.com or by postal mail:, , Inbound Insight, LLC, Attn: CCPA / Privacy, 800 Third Ave, FRNT A #1531, New York, NY 10022",Inbound Insight does not publicly post or display the home addresses or telephone numbers of U.S. residents on the Internet including consumers or government employees.,"Inbound Insight only collects personal information directly from its clients, or from reputable third-party data sources that adhere to rigorous consumer privacy standards, and only uses that information (a) to provide services to the client from whom, or on whose behalf, it collected the information, or (b) for other limited purposes permitted by the CCPA., , Inbound Insight does not, on behalf of any business, sell the personal information of any consumer whom Inbound Insight knows has opted-out of the sale of their personal information by that business.",7/11/2023
"Collective Data Solutions, LLC",privacy [at] collectivedata.io,https://www.collectivedata.io/,"301 Cedar St., Suite 301, Sandpoint, ID 83864, United States",Submit a request via Collective Data Solutions publicly available website or contact CDS via email at privacy@collectivedata.io.,Submit a request via Collective Data Solutions publicly available website or contact CDS via email at privacy@collectivedata.io.,,7/12/2023
illumin Inc.,itops [at] acuityads.com,http://www.illumin.com,"70 University Ave Suite 1200, Toronto, ON M5J 2M4, Canada",https://privacy.acuityads.com/opt-out.html,"You may access those rights with respect to AcuityAds by sending us an email to privacy@acuityads.com, by calling our California privacy help line at 1-866-6Acuity, or by visiting our data subject access page here. If you make a subject access request as set out in this policy, you are entitled to see and delete the personal information that we have about you., , https://illumin.com/legal/subject-access-request/",https://illumin.com/legal/technology/,7/26/2023
Digital Viking Media Inc.,jen [at] digitalvikingmedia.com,http://www.digitalvikingmedia.com,"13681 Newport Ave, Suite 8-226, Tustin, CA 92780, United States",Contact us via email or postal mail,Contact us via email or postal mail,,8/1/2023
Factori Technologies LLC,privacy [at] factori.ai,http://www.factori.ai,"8th Green STE A, Dover, Kent, DE 19901, United States","Users can opt-out via this Do Not Sell link, , https://www.factori.ai/do-not-sell-my-information",Users can make request for deletion by emailing privacy@factori.ai,,8/8/2023
"SpyCloud, Inc.",privacy [at] spycloud.com,https://spycloud.com/,"2130 S. Congress Ave., Austin, TX 78704, United States",California consumers may opt out of sale or submit requests under the CCPA by sending an email to privacy@spycloud.com.,SpyCloud does post any personal information online for public viewing.,,8/11/2023
"InfoPay, Inc",compliance [at] infopay.com,https://www.infopay.com/,"227 Lewis Wharf, Boston, MA 02110, United States","A consumer can opt out of sale or submit CCPA-related requests through the link https://www.infopay.com/privacy, other associated links on our site, or by reaching out to us directly at privacy@infopay.com or by phone at (800) 309-9351., ","Individuals wishing to request the deletion of their online information can start by clicking on https://www.infopay.com/privacy or by finding the ""Exercise my privacy rights"" links on our affiliate websites. If you need further assistance or have any inquiries, please contact us via email at privacy@infopay.com, by phone at (800) 309-9351, or by mail at: 28 Atlantic Ave Suite 227â€¨Boston, MA 02110.",Kindly refer to our privacy policy for the most recent information on our data collection practices: https://www.infopay.com/privacy.,
True Blue Analytics LLC,sales [at] trueblueanalytics.org,http://www.trueblueanalytics.org,"919 N Market St Suite 950, Wilmington, DE 19801, United States",A consumer may opt out by selecting 'Do Not Sell My Personal Information' on our website or by going to https://www.trueblueanalytics.org/dontsellmydata and submitting their information. It will then promptly be removed.,"We do not currently post any information online about protected individuals. However, an individual can go to https://www.trueblueanalytics.org/dontsellmydata and have their information removed from our dataset and we will ensure there is no information posted online by us.",We purchase data from a multitude of sources.,8/17/2023
"Staircase, Inc.",optout [at] staircase.co,https://staircase.co/,"2093AÂ Philadelphia Pike, Suite 452, Claymont, DE 19703, United States","1) Internet web page: Customers will be able to identify themselves and claim profile with full update, edit, delete capabilities, , 2) Email: optout@staircase.co, ","1) Internet web page: Customers will be able to identify themselves and claim profile with full update, edit, delete capabilities, , 2) Email: optout@staircase.co",,8/25/2023
Machintel,dpo [at] machintel.com,http://machintel.com,"4275 Executive Sq, Ste 200, La Jolla, CA 92037, United States","Online through the website, by phone, or by mail.","Online through the website, by phone, or by mail.",,9/18/2023
Nexxen Inc,amobeeprivacy [at] amobee.com,https://www.nexxen.com/,"100 Redwood Shores 3rd Floor, Redwood City, CA 94065, United States","Yes. We also have developed and utilize our own opt-out tool which is located at https://yourdata.tremorinternational.com/ ,  """,https://yourdata.tremorinternational.com/ ,https://www.tremorinternational.com/privacy/,9/15/2023
Mobile Technology Corporation,info [at] onspotdata.com,http://www.onspotdata.com,"7173 S Havana Street, Suite 600-235, Centennial, CO 80112, United States","Click on the ""Privacy Opt Out"" button located on each of our web pages and submit the request.","Click on the ""Privacy Opt Out"" button located on each of our web pages and submit the request.",,9/18/2023
"Consider, Inc.",ralph [at] consider.com,https://consider.com,"303 Twin Dolphin Drive, Suite 600, Redwood City, CA 94065, United States","Consumers can request to opt out by emailing support@consider.com , , Mailing Address:, 303 Twin Dolphin Drive, Suite 600, Redwood City, CA 94065, , ","Consumers can demand deletion of their information by emailing support@consider.com , , Mailing Address:, 303 Twin Dolphin Drive, Suite 600, Redwood City, CA 94065, , ","For more information, please see our Privacy Policies at https://consider.com/legal/privacy",9/27/2023
Modigie Inc.,privacy [at] modigie.com,http://www.modigie.com,"36 Main St., Tiburon, CA 94920, United States","A consumer can navigate to https://modigie.com/trust/ and follow the link to the data subject request / opt out tool found here:, , https://privacyportal.onetrust.com/webform/4a8e10dc-2293-42ea-ad06-886bc22167a6/20341940-11c2-4c43-9b64-194e952203fd","A consumer can navigate to https://modigie.com/trust/ and follow the link to the data subject request to demand deletion here:, , https://privacyportal.onetrust.com/webform/4a8e10dc-2293-42ea-ad06-886bc22167a6/20341940-11c2-4c43-9b64-194e952203fd","Modigie clients gather business contact information on individuals working in certain business organizations through means not known to Modigie. The information provided to Modigie by clients is: , , Name, Business Email Address, Company, LinkedIn URL (Optional), , Modigie uses this information to validate and / or enrich client provided information so they can better serve their target clients. Modigie does not collect or sell information such as home addresses, government identification numbers, or other sensitive personal data. ",9/28/2023
"Steppingblocks, Inc.",privacy [at] steppingblocks.com,https://www.steppingblocks.com/,"3423 Piedmont Rd NE, Suite R17, Atlanta, GA 30305, United States","The individual can visit https://www.steppingblocks.com/personal-information-inquiry to submit a request. We may need to verify this is the individual whose information is being requested for opt-out, and we will respond accordingly. ","The individual can visit https://www.steppingblocks.com/personal-information-inquiry to submit a request. We may need to verify this is the individual whose information is being requested for opt-out, and we will respond accordingly. ",,10/4/2023
TL1MKT SL SL,info [at] tl1mkt.com ,https://www.tl1mkt.com,"Calle Secretario Carretero, number 7-local 12, 14004, Cordoba, 14004 Cordoba MÃ¡laga, Spain",contact via data@tl1mkt.com or https://www.tl1mkt.com/contact.html,contact via data@tl1mkt.com or https://www.tl1mkt.com/contact.html,https://www.tl1mkt.com/contact.html,12/21/2023
MY RENTER CHECKER LLC,MYRENTERCHECKER [at] GMAIL.COM,http://www.myrenterchecker.com,"7700 Irvine Center Drive, Suite 800, Irvine, CA 92618, United States",They can fill out our contact form or email us directly to opt out.,They can fill out our contact form or email us directly to demand the deletion of their information.,The data that is submitted to / given to us is and will be anonymous. Our system collects certain pieces of data and offers a pay to view the data.,10/6/2023
Diablo Media,data [at] diablomedia.com,http://www.diablomedia.com,"3001 Brighton Blvd #769, denver, CO 80216, United States",https://www.everydayresources.com/opt-out,privacy@everdayresources.com,,10/10/2023
"Buxton Company, LLC",legal [at] buxtonco.com,http://buxtonco.com,"2651 S Polaris Drive, Fort Worth, TX 76020, United States","Filling out the request form linked here: Consumer Rights Requests - https://www.buxtonco.com/privacy, Calling Us toll-free at 1-888-228-9866, Mailing your request to: Buxton, (attention â€œConsumer Privacyâ€) at 2651 South Polaris Drive, Fort Worth, TX 76137","Filling out the request form linked here: Consumer Rights Requests - https://www.buxtonco.com/privacy, Calling Us toll-free at 1-888-228-9866, Mailing your request to: Buxton, (attention â€œConsumer Privacyâ€) at 2651 South Polaris Drive, Fort Worth, TX 76137",,10/16/2023
adsquare GmbH,privacy [at] adsquare.com,http://www.adsquare.com,"Saarbruecker Str. 36, 10405 Berlin, Germany","California consumers may opt out of the sale of their personal information by submitting a request via our Privacy Center at www.adsquare.com/privacy/.  Consumers may also submit an email request to privacy@adsquare.com or by direct mail. Our mailing address is:  adsquare GmbH, Attn: Legal Counsel, Saarbruecker Str. 36, 10405 Berlin, Germany. Detailed information and instructions on how a California consumer may exercise their rights under CCPA can be found at www.adsquare.com/privacy/us_privacy_supplement/","California consumers may demand deletion of their personal information by submitting a request via our Privacy Center at www.adsquare.com/privacy/.  Consumers may also submit an email request to privacy@adsquare.com or by direct mail. Our mailing address is:  adsquare GmbH, Attn: Legal Counsel, Saarbruecker Str. 36, 10405 Berlin, Germany. Detailed information and instructions on how a California consumer may exercise their rights under CCPA can be found at www.adsquare.com/privacy/us_privacy_supplement/",More details on Adsquare's data processing can be found in our Platform Privacy Policy at www.adsquare.com/privacy/platform_privacy_policy/ and the US Supplement at www.adsquare.com/privacy/us_privacy_supplement/.,10/17/2023
"LizDev, Inc",liz [at] lizdev.com,http://www.lizdev.com,"109 Waterman, Irvine, CA 92602, United States",At original page of origin of opt-in or by emailing directly the email on any privacy policy page. ,At original page of origin of opt-in or by emailing directly the email on any privacy policy page. ,We do not own any of the websites where data is collected. ,12/19/2023
"Nymblr, Inc.",privacy [at] nymblr.com,https://www.nymblr.com,"651 North Broad Street, 201, Middletown, DE 19709, United States",Visit our website homepage at https://www.nymblr.com and scroll to the footer where you can request to opt out.,Visit our website homepage at https://www.nymblr.com and scroll to the footer where you can request to be deleted.,Our data is collected via licensure from other entities listed as California Data Brokers.,10/23/2023
"Pathway Ventures, LLC",privacyofficer [at] indivizio.com,http://indivizio.com,"2438 Industrial Blvd #503, Abilene, TX 79605, United States","Online form at https://www.protectdataprivacy.com/, Call (866) 259-7740, ","Online form at https://www.protectdataprivacy.com/, Call (866) 259-7740",,10/30/2023
Emailmovers Ltd,compliance [at] emailmovers.com,http://www.emailmovers.com,"Suite 4, William Street Business Center, 7A Lower Clark Street, Scarborough, YO12 7PP, United Kingdom",Do Not Sell My Information email - compliance@emailmovers.com,Do Not Sell My Information email - compliance@emailmovers.com,"Emailmovers Ltd provides Non-HR business data that we get from a number of sources; a) Our research team sources information from publicly available information, b) Users provide data about themselves or other companies & people, c) We license data from other data providers. Our data is not considered sensitive or protected by HIPPA / FCRA.",11/17/2023
"Round Sky, Inc.",legal [at] roundsky.com,https://www.roundsky.com/,"848 N. Rainbow Blvd, ste 326, Las Vegas, NV 89107, United States","For additional information, please visit our website at: https://www.roundsky.com/consumerprivacypolicy.php",N/A â€“ we do not post consumer information online.,,11/17/2023
"Converge Direct, LLC.",compliance [at] convergedirect.com,https://convergemarketing.com/,"25 W 39th St, 6th Floor, New York, NY 10018, United States","Consumers may opt out of our data sources via email, form, phone, physical mail or opt out links embedded in communications. ","Consumers may demand deletion from data sources via email, form, phone or physical mail.",,11/27/2023
"Madhive, Inc.",privacy [at] madhive.com,http://madhive.com,"225 Broadway, 11th Fl, New York, NY 10007, United States","Footer on our website (madhive.com) where you click Do Not Sell My Personal Information. On our privacy policy by clicking on the link stat states Opt out of sale/sharing, targeted advertising and profiling via the Platform. By emailing ccpa-request@madhive.com or calling our toll free number 1-866-467-8688 (service code 1803).",By emailing ccpa-request@madhive.com or calling our toll free number 1-866-467-8688 (service code 1803).,,12/27/2023
CRISIL Irevna US LLC ,Privacy1 [at] crisil.com,https://www.greenwich.com/,"55 Water St., New York, NY 10041, United States","Our Global Privacy Policy articulates the process to opt out of requests under CCPA under Clause 9 of the Global Privacy Policy, the link to the policy is https://www.crisil.com/en/home/crisil-privacy-notice.html. ","Please refer to Clause 9 of our Global Privacy Policy (https://www.crisil.com/en/home/crisil-privacy-notice.html), along with the Appendix in the Global Privacy Policy, that provides for legal rights of individuals to delete their data.","CRISIL licenses demographic information on US businesses,  including names and contact information of business owners, a registered data broker. CRISIL appends additional, non-PII information about business opportunities with these companies based on our propriety analytics and makes this dataset (including the demographic information) available to our customers.",12/7/2023
