rank,name,domain,category,opt_out_url,email,phone,opt_out_hub,leverage,priority_score,sensitivity_score,onward_sale_score,ca_registered,collects_minors,sold_to_genai,sold_to_law_enforcement,deletion_requests_received,deletion_compliance_rate,deletion_median_response_days,removal_method,sources
397,LeadCrunch,getrev.ai,,getrev.ai; getrev.ai/privacy-policy; getrev.ai/privacy-request,privacy@getrev.ai,8886525452,,1,31.7,0,0,True,False,False,False,52,0.269,7.0,,cppa-registry-current|cppa-registry-historical
398,"MULTIMEDIA LISTS, INC.",multimedialists.com,,www.multimedialists.com,daniel@multimedialists.com,2564685478,,1,31.7,0,0,True,False,False,False,78,1.0,6.0,,cppa-registry-current|cppa-registry-historical
399,"Pop Acta Media, LLC",popacta.com,,https://popacta.com/privacy-policy/,legal@popacta.com,8889200791,,1,31.7,0,0,True,False,False,False,77,1.0,2.0,,cppa-registry-current|cppa-registry-historical
400,"Innovative Database Solutions, Inc.",idatabasesolutions.com,,https://idatabasesolutions.com/personal-information-request-all-other-states/,justin@idatabasesolutions.com,3038343412,,1,31.6,0,0,True,False,False,False,73,1.0,2.0,,cppa-registry-current
401,Sharethrough,sharethrough.com,,https://www.sharethrough.com/,dataprotection@sharethrough.com,888-881-6930,,1,31.6,1,0,True,False,False,False,12,1.0,26.0,,cppa-registry-current|cppa-registry-historical
402,UPS Capital Corporation,upscapital.com; insureshield.com,,upscapital.com; insureshield.com,upscprivacyinfosec@ups.com,8889129055,,1,31.6,1,0,True,False,False,False,12,0.917,14.0,,cppa-registry-current
403,"Wiza, Inc.",wiza.com,,www.wiza.co,harrison@wiza.com,9172320799,,1,31.6,0,0,True,False,False,False,75,1.0,5.0,,cppa-registry-current
404,"Data Partners, Inc.",datapartners.com,,https://datapartners.com/donotsellmyinformation/,info@datapartners.com,2392678762,,1,31.3,0,0,True,False,False,False,63,1.0,7.0,,cppa-registry-current|cppa-registry-historical
405,"Media.net Advertising FZ, LLC",media.net,,https://www.media.net/privacy-policy/,privacy@media.net,52-951-9546,,1,31.2,0,0,True,False,False,False,40,0.0,5.0,,cppa-registry-current
406,"National Opinion Institute, LLC",nationalopinioninstitute.com,,https://nationalopinioninstitute.com/ca-privacy,privacy@nationalopinioninstitute.com,8449004722,,1,31.2,1,1,True,False,False,False,1,1.0,30.0,,cppa-registry-current
407,Onfocus SAS,adagio.io,,https://adagio.io,dpo@adagio.io,6 80 03 49 11,,1,31.2,1,1,True,False,False,False,0,,0.0,,cppa-registry-current
408,"RevOptimal, LLC",revoptimal.com,,https://revoptimal.com/privacy/,privacy@revoptimal.com,(504) 230-2388,,1,31.2,0,0,True,False,False,False,60,1.0,4.0,,cppa-registry-current
409,"Rushmore Labs, LLC",rushmorelabs.com; https,,https://rushmorelabs.com/california-privacy-notice,privacy@rushmorelabs.com,8776642552,,1,31.2,1,1,True,False,False,False,0,,0.0,,cppa-registry-current
410,VoterRecords,voterrecords.com,public-record,https://voterrecords.com/faq,admin@voterrecords.com,,,1,31.2,0,0,,,,,,,,form,curated
411,Clickagy LLC,clickagy.com,,https://www.clickagy.com/privacy-center/,privacy@clickagy.com,833-737-1973,,1,31.1,0,0,True,False,False,False,56,1.0,2.0,,cppa-registry-current|cppa-registry-historical
412,"Qurium Solutions, Inc.",supplier.io,,https://supplier.io/privacy-policy,dj.merino@supplier.io,7083677644,,1,31.1,0,0,True,False,False,False,56,0.946,6.0,,cppa-registry-current
413,"ReallyGreatRate, Inc",rgrmarketing.com,,https://www.rgrmarketing.com/,drop@rgrmarketing.com,3105408900,,1,31.1,0,0,True,False,False,False,56,1.0,5.0,,cppa-registry-current|cppa-registry-historical
414,Claritas LLC,claritas.com,,www.claritas.com,rhonda.rich@claritas.com,888-981-0040,,1,31.0,0,0,True,False,False,False,53,1.0,14.0,,cppa-registry-current|cppa-registry-historical
415,"xAd, Inc.",groundtruth.com,,https://www.groundtruth.com/privacy-policy/,legal@groundtruth.com,5102957561,,1,31.0,1,0,True,False,False,False,9,1.0,1.0,,cppa-registry-current|cppa-registry-historical
416,"The Data Group, LLC",thedatagroup.com,,https://thedatagroup.com/california-consumer-privacy-act/,jhenson@thedatagroup.com,8002625609,,1,30.9,0,0,True,False,False,False,52,1.0,6.0,,cppa-registry-current
417,"Anteriad, LLC",anteriad.com,,https://anteriad.com/,privacy@anteriad.com,9143681000,,1,30.7,0,0,True,False,False,False,46,1.0,2.0,,cppa-registry-current|cppa-registry-historical
418,Explorium Inc.,explorium.ai,,https://www.explorium.ai/do-not-sell-my-personal-info/,contact@explorium.ai,4454563349,,1,30.7,0,0,True,False,False,False,47,1.0,10.0,,cppa-registry-current
419,"LizDev,Inc",lizdev.com,,https://lizdev.com/privacy-policy/,privacyanddatacompliancereview@lizdev.com,9493020926,,1,30.7,0,0,True,False,False,False,46,1.0,10.0,,cppa-registry-current|cppa-registry-historical
420,"Best Pick Reports, LLC",bestpickreports.com,,www.bestpickreports.com,operations@ignitevisibility.com,(619) 752-1955,,1,30.6,0,0,True,False,False,False,43,1.0,7.0,,cppa-registry-current
421,"Great Lakes List, Inc.",greatlakeslists.com,,https://greatlakeslists.com/privacy-policy,ccpa@greatlakeslists.com,8009645478,,1,30.6,1,0,True,False,False,False,7,0.0,1.0,,cppa-registry-current|cppa-registry-historical
422,"Predictive Pop, Inc.",audigent.com,,https://audigent.com/privacy-center,ca_drop_audigent@experian.com,9294839229,,1,30.6,0,0,True,False,False,False,44,1.0,3.0,,cppa-registry-current
423,"Cross Pixel Media, Inc.",crosspixel.net,,https://privacy.crsspxl.com/,privacy@rbarrel.com,7802350934,,1,30.5,0,0,True,False,False,False,41,1.0,1.0,,cppa-registry-current|cppa-registry-historical
424,"Home Contractors Review, LLC",fivestarrated.com,,https://www.fivestarrated.com,operations@ignitevisibility.com,(619) 752-1955,,1,30.4,0,0,True,False,False,False,40,1.0,7.0,,cppa-registry-current
425,Datonics LLC,datonics.com,,https://datonics.com/,accounting@datonics.com,6468670647,,1,30.3,0,0,True,False,False,False,38,1.0,21.0,,cppa-registry-current|cppa-registry-historical
426,"Health Union, LLC",health-union.com,,https://privacyportal.onetrust.com/webform/c402d2db-7536-4212-a23d-ed4a33c1b3b2/e3aec736-7c0a-4313-a3e7-132ff601397a,privacy@health-union.com,484-985-9715,privacyportal.onetrust.com,4,30.3,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
427,01Advertising Inc.,01advertising.com,,https://www.01advertising.com/legal/dsar/,privacy@01advertising.com,9496099696,,1,30.2,2,0,True,False,False,False,0,,0.0,,cppa-registry-current
428,"Consumer Canvas, LLC",consumercanvas.net,,https://www.consumercanvas.net/privacy/,privacy@consumercanvas.net,212-240-5403,,1,30.2,2,0,True,False,False,False,0,,0.0,,cppa-registry-current
429,Reklaim Ltd.,reklaimyours.com,,https://www.reklaimyours.com/privacy-policy,finance@reklaimyours.com,4166025564,,1,30.2,2,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
430,"Vi Technologies, Inc.",vi.co,,www.vi.co,privacy@vi.co,6464559355,,1,30.2,2,0,True,False,False,False,0,,0.0,,cppa-registry-current
431,"Altrata, Inc.",altrata.com,,https://altrata.com/privacy-policy,legal@altrata.com,212 224 3993,,1,30.1,0,0,True,False,False,False,31,0.742,1.0,,cppa-registry-current
432,"iLeads.com, LLC",ileads.com,,https://ileads.com/submitrequest/,remove@ileads.com,9497192787,,1,30.1,0,0,True,False,False,False,34,1.0,3.0,,cppa-registry-current
433,Nexxen Inc,nexxen.com,,nexxen.com,compliance@nexxen.com,4083061222,,1,30.1,0,0,True,False,False,False,67,1.97,21.0,,cppa-registry-current|cppa-registry-historical
434,"Bombora, Inc.",bombora.com,,https://www.bombora.com,legal@bombora.com,(646) 759 8900,,1,30.0,0,0,True,False,False,False,32,1.0,32.0,,cppa-registry-current
435,Predactiv,predactiv.com,,www.predactiv.cm; www.sharethis.com,privacy@predactiv.com,9179925552,,1,30.0,0,0,True,False,False,False,32,1.0,0.0,,cppa-registry-current
436,"Bachmanity, Inc.",aviato.co,,https://www.aviato.co/legal/privacy,privacy@aviato.co,3178695671,,1,29.8,1,0,True,False,False,False,5,1.0,7.0,,cppa-registry-current
437,Modigie Inc,modigie.com,,https://modigie.com/privacy-policy/,dpauli@modigie.com,4159604474,,1,29.8,0,0,True,False,False,False,46,2.0,80.0,,cppa-registry-current|cppa-registry-historical
438,"Sprout Social, Inc.",sproutsocial.com,,https://sproutsocial.com/legal/privacy-policy/,dpo@sproutsocial.com,866-878-3231,,1,29.8,0,1,True,False,True,False,3,1.0,0.0,,cppa-registry-current
439,Crisil Irvena US LLC,greenwich.com,,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice.html,privacy1@crisil.com,212 438 9806,,1,29.7,0,0,True,False,False,False,25,0.56,30.0,,cppa-registry-current|cppa-registry-historical
440,"ExlService.com, LLC",exlservice.com,,www.exlservice.com/privacy-policy,privacy@exlservice.com,2122777100,,1,29.6,0,0,True,False,False,False,22,0.136,17.0,,cppa-registry-current|cppa-registry-historical
441,"GetVector, Inc.",vector.co,,https://www.vector.co/opt-out,joshua@vector.co,9043031811,,1,29.6,0,0,True,False,False,False,27,1.0,1.0,,cppa-registry-current
442,Teads Holding Co,outbrain.com,,https://www.outbrain.com/privacy/user-policy,privacy@teads.com,7823771890,,1,29.6,0,0,True,False,False,False,26,1.0,0.0,,cppa-registry-current|cppa-registry-historical
443,"Connected Investors, LLC",connectedinvestors.com,,https://connectedinvestors.com/privacy-policy,dataprivacy@connectedinvestors.com,(800) 350-1502,,1,29.4,0,0,True,False,False,False,24,1.0,15.0,,cppa-registry-current|cppa-registry-historical
444,BB Direct Inc,bbdirect.com,,https://www.bbdirect.com/about/privacy-compliance.html,melodyrongstad@bbdirect.com,2395738150,,1,29.1,0,0,True,False,False,False,20,1.0,15.0,,cppa-registry-current|cppa-registry-historical
445,"Demandbase, Inc.",demandbase.com,,https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightsTab,privacy@demandbase.com,415-683-2660,,1,29.1,0,0,True,False,False,False,21,1.0,4.0,,cppa-registry-current|cppa-registry-historical
446,"Kloudend, Inc.",ipapi.co,,https://ipapi.co/donotsell/,privacy@kloudend.com,4085506507,,1,29.1,0,0,True,False,False,False,21,1.0,2.0,,cppa-registry-current
447,"NextRoll, Inc.",nextroll.com,,www.nextroll.com/privacy,legal@nextroll.com,4086054704,,1,29.1,0,0,True,False,False,False,21,1.0,12.0,,cppa-registry-current|cppa-registry-historical
448,Veeva Systems Inc.,veeva.com,,veeva.com/privacy,privacy@veeva.com,925-452-6500,,1,29.1,0,0,True,False,False,False,20,0.9,15.0,,cppa-registry-current|cppa-registry-historical
449,"WealthFeed, Inc.",wealthfeed.com,,www.wealthfeed.com,sam@wealthfeed.com,4804405539,,1,29.1,0,0,True,False,False,False,21,1.0,10.0,,cppa-registry-current
450,"ZS Associates, Inc.",zs.com,,www.zs.com,dataprivacy@zs.com,8474923600,,1,28.9,0,0,True,False,False,False,16,0.0,11.0,,cppa-registry-current|cppa-registry-historical
451,"EverView HoldCo, Inc",evertrue.com,,https://www.evertrue.com/privacy-policy/,privacy@evertrue.com,855-387-8783,,1,28.8,1,0,True,False,False,False,3,1.0,9.0,,cppa-registry-current
452,Fraiser LLC,fraiser.org,,fraiser.org,privacy@fraiser.org,8335101503,,1,28.8,0,0,True,False,False,False,18,1.0,19.0,,cppa-registry-current|cppa-registry-historical
453,Virtual Marketing LLC,fusion92.com,,https://www.fusion92.com/privacy-policy,databroker@fusion92.com,888-550-4864,,1,28.8,1,0,True,False,False,False,3,1.0,1.0,,cppa-registry-current
454,"Buildertrend Solutions, Inc.",buildertrend.com; https,,https://buildertrend.com/privacy-notice/,legal@buildertrend.com,4029999528,,1,28.6,0,0,True,False,False,False,16,1.0,35.0,,cppa-registry-current
455,Salutary Data LLC.,salutarydata.com,,https://salutarydata.com,privacy@salutarydata.com,617-917-4084,,1,28.4,1,0,True,False,False,False,65134,2.0,3.0,,cppa-registry-current|cppa-registry-historical
456,"Quad Graphics, Inc.",quad.com,,https://www.quad.com/legal/privacy-policy,databroker@quad.com,4145666000,,1,28.3,0,0,True,False,False,False,13,0.846,3.0,,cppa-registry-current|cppa-registry-historical
457,GETEMAILS LLC,retention.com; www.rb2b.com,,www.retention.com; www.rb2b.com,support@retention.com,917-238-0730,,1,28.2,0,0,True,False,False,False,13,1.0,1.0,,cppa-registry-current
458,"OpenX Technologies, Inc.",openx.com,,https://www.openx.com/privacy-center/,privacy@openx.com,626-466-1141,,1,28.2,0,0,True,False,False,False,13,1.0,21.0,,cppa-registry-current|cppa-registry-historical
459,Roq.ad Inc.,roq.ad,,https://www.roq.ad/white-papers/#optout,contact@roq.ad,17664245026,,1,28.2,0,0,True,False,False,False,13,1.0,10.0,,cppa-registry-current|cppa-registry-historical
460,"DT Client Services, LLC",thedatatrust.com,,https://thedatatrust.com/do-not-sell-my-personal-information/,info@thedatatrust.com,2027335235,,1,28.1,0,0,True,False,False,False,12,1.0,22.0,,cppa-registry-current|cppa-registry-historical
461,IDMAP Inc,idmap.ai,,https://idmap.ai/privacy-policy.html,michael.belsky@idmap.ai,(775) 766-7006,,1,28.1,1,0,True,False,False,False,2,1.0,1.0,,cppa-registry-current
462,Kargo Global LLC,kargo.com,,https://kargo.com,ccparequest@kargo.com,2129799000,,1,28.1,0,0,True,False,False,False,12,1.0,1.0,,cppa-registry-current
463,"Fushia Media, LLC",fushiamedia.com,,https://www.fushiamedia.com/request-delete,lgold@fushiamedia.com,2399940787,,1,27.9,0,0,True,False,False,False,11,1.0,4.0,,cppa-registry-current|cppa-registry-historical
464,TargetSmart Communications LLC,targetsmart.com,,https://privacy.targetsmart.com/,privacy@targetsmart.com,2024705100,,1,27.9,0,0,True,False,False,False,11,1.0,3.0,,cppa-registry-current
465,"Agile Education Marketing, LLC",agile-ed.com,,https://agile-ed.com/california-privacy-rights/,personal_data_opt_out@agile-ed.com,3035229786,,1,27.7,0,1,True,False,False,False,0,,0.0,,cppa-registry-current
466,"Hunter Web Services, Inc",hunter.io,,https://hunter.io/dashboard,matt@hunter.io,(617)631-0371,,1,27.7,0,1,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
467,"LightBox Parent, L.P.",lightboxre.com,,https://www.lightboxre.com/lightbox-individual-data-rights-request/,jfranks@lightboxre.com,9495846204,,1,27.7,0,1,True,False,False,False,0,,0.0,,cppa-registry-current
468,Ocean Global Inc,ocean.io,,https://www.ocean.io/,kny@ocean.io,4157676048,,1,27.7,0,1,True,False,True,False,0,,0.0,,cppa-registry-current
469,Ogury Ltd,ogury.com,,https://privacy.ogury.com/,legal@ogury.co,(855) 590-41,,1,27.7,0,1,True,False,False,False,0,,0.0,,cppa-registry-current
470,"Project Affinity, Inc.",affinity.co,,https://www.affinity.co/legal/privacy-policy,privacy@affinity.co,6282633645,,1,27.7,0,1,True,False,True,False,1,1.0,1.0,,cppa-registry-current
471,"Randall-Reilly, LLC",fusable.com,,https://fusable.com/legal/website-terms-and-privacy-notice/,privacy@fusable.com,2052481257,,1,27.7,0,1,True,False,True,False,0,,0.0,,cppa-registry-current
472,"Steppingblocks, Inc.",steppingblocks.com,,https://www.steppingblocks.com/privacy-ccpa,privacy@steppingblocks.com,4047936500,,1,27.7,0,0,True,False,False,False,10,1.0,1.0,,cppa-registry-current|cppa-registry-historical
473,"Enigma Technologies, Inc.",enigma.com,,https://enigma.com/company/privacy-policy,privacy@enigma.com,8005102856,,1,27.5,0,0,True,False,False,False,9,1.0,12.0,,cppa-registry-current|cppa-registry-historical
474,Biscred,biscred.com,,https://www.biscred.com/do-not-sell-my-information,privacy@biscred.com,3474144291,,1,27.3,0,0,True,False,False,False,8,1.0,1.0,,cppa-registry-current
475,Kontext Data,kontextdata.com,,www.kontextdata.com,info@kontextdata.com,9092062964,,1,27.3,0,0,True,False,False,False,8,1.0,21.0,,cppa-registry-current
476,"RevContent, LLC",revcontent.com,,https://www.revcontent.com/policy/privacy-policy#your-privacy-rights-and-choices,privacy@revcontent.com,941-225-6132,,1,27.3,0,0,True,False,False,False,8,1.0,1.0,,cppa-registry-current
477,"Summit Resources, LLC",clientcommand.com,,https://clientcommand.com/client-command-privacy-notice/,legal@clientcommand.com,7707770122,,1,27.3,0,0,True,False,False,False,8,0.75,15.0,,cppa-registry-current
478,Enlyft Inc.,enlyft.com,,https://enlyft.com/tech/check-email,chirag@enlyft.com,(425) 298-6097,,1,27.0,0,0,True,False,False,False,7,1.0,3.0,,cppa-registry-current
479,"eXelate, Inc.",nielsen.com,,www.nielsen.com,privacy.department@nielsen.com,(410) 717-7134,,1,27.0,0,0,True,False,False,False,7,0.857,9.0,,cppa-registry-current
480,VentiveIQ LLC,ventiveiq.com,,https://ventiveiq.com,privacy@ventiveiq.com,(855) 202-9240,,1,27.0,0,0,True,False,False,False,7,1.0,2.0,,cppa-registry-current|cppa-registry-historical
481,Acronymix LLC,acronymix.com,,Acronymix.com,privacy@acronymix.com,7542461134,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
482,Adttribution Inc,adttribution.com,,https://adttribution.com/privacy-policy.php,hello@adttrbution.com,07833225062,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
483,Astoria Company,astoriacompany.com,,https://astoriacompany.com,bizdev@astoriacompany.com,5106637016,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
484,Audience Mix LLC,audiencemix.net,,https://www.audiencemix.net/do-no-sell-or-share-my-personal-informat,privacy@audiencemix.net,3073162368,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
485,"BECAUSAL, INC.",becausal.com,,https://www.becausal.com/personal-information,privacy@becausal.com,(212) 278-0178,,1,26.7,1,0,True,False,False,False,0,,25.0,,cppa-registry-current
486,Beeswax,beeswax.com,,www.beeswax.com,privacy@beeswax.com,(952) 221-1507,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
487,"Coast Technology, LLC",coasttechnology.com,,https://coasttechnology.com/,info@dealershiptoolkit.com,985-205-1833,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
488,Connatix Native Exchange Inc.,jwx.com,,www.jwx.com; www.connatix.com,privacy@connatix.com,2122440140,,1,26.7,0,0,True,False,False,False,6,1.0,10.0,,cppa-registry-current
489,"Datafy, LLC",datafy.com,,https://www.datafy.com/opt-out,opt-out@datafy.com,(877) 328-2391,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
490,"Fetch Rewards, LLC",fetch.com,,https://fetch.com/privacy-policy,c.brown@fetchrewards.com,312-761-8411,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
491,"FREEPEOPLESEARCH.COM, LLC",freepeoplesearch.com,,https://freepeoplesearch.com/privacy-rights/,compliance@freepeoplesearch.com,561-349-7313,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
492,Index Exchange Inc.,indexexchange.com,,https://www.indexexchange.com/privacy/exchange-platform-privacy-policy/,privacy@indexexchange.com,4167855908,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
493,"INFORMATION.COM, LLC",information.com,,https://information.com/privacy-rights/,compliance@information.com,561-462-0092,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
494,Lead Me Media LLC,leadmemedia.com,,leadmemedia.com,californiaregistry@leadmemedia.com,5616748617,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
495,"LearnMore, LLC",learnmore.com,,https://learnmore.com/privacy-rights/,compliance@learnmore.com,800-798-2117,,1,26.7,1,0,True,False,False,False,0,,1.0,,cppa-registry-current
496,"MV Digital Group, LLC",cinqdi.com,,https://www.cinqdi.com/privacy-policy/#section-rights,support@cinqdi.com,(929) 277-7252,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
497,Nachal Inc.,getliminal.com,,https://getliminal.com/privacypolicy,privacy@getliminal.com,541-852-2993,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
498,"Place Exchange, Inc.",placeexchange.com,,https://www.placeexchange.com/privacy,privacy@placeexchange.com,(212) 287-5660,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
499,"PublicRecordCom, LLC",publicrecord.com,,https://publicrecord.com/privacy-rights/,compliance@publicrecord.com,3213766933,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
500,Quadrant Global Pte. Ltd.,quadrant.io,,https://www.quadrant.io/manage-my-data,privacy@quadrant.io,00000000,,1,26.7,1,0,True,False,False,False,1,0.0,1.0,,cppa-registry-current
501,"Quorum Data, Inc",quorum.inc; app.quorum.live,,quorum.inc/privacy,ezra@quorum.inc,2015190722,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
502,Rainbarrel USA LLC,knowertech.com,,https://www.rbarrel.com/opt-out,privacy@rbarrel.com,8887422458,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
503,Tauxbe Data Inc.,tauxbe.com; www.natcrim.com,,https://www.tauxbe.com/privacy-policy,sourcing@tauxbe.com,7049514333,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
504,"USPeopleSearch.com, LLC",uspeoplesearch.com,,https://uspeoplesearch.com/privacy-rights/,compliance@uspeoplesearch.com,689-214-4916,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
505,Vistar Media Inc.,vistarmedia.com,,https://www.vistarmedia.com,privacy@vistarmedia.com,6467807607,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
506,ZeroToOne.AI Inc.,zerotoone.ai,,https://www.zerotoone.ai/privacy-policy,legal@zerotoone.ai,510295-7561,,1,26.7,1,0,True,False,False,False,0,,0.0,,cppa-registry-current
507,Data Decisions Group,datadecisionsgroup.com,,https://datadecisionsgroup.com/privacy-policy/,privacy@datadecisionsgroup.com,4693141206,,1,26.4,0,0,True,False,False,False,5,0.8,6.0,,cppa-registry-current
508,"Juicebox App, Inc.",juicebox.ai,,https://juicebox.ai/,privacy@juicebox.work,5102138416,,1,26.3,0,0,True,False,False,False,5,1.0,1.0,,cppa-registry-current
509,"CB Information Services, Inc.",cbinsights.com,,www.cbinsights.com/privacy-policy,privacy@cbinsights.com,212-292-3148,,1,25.4,0,0,True,False,False,False,3,0.667,17.0,,cppa-registry-current
510,Informa Group Limited,informa.com,,https://privacy.informa.com/policies/en/,groupdpo@informa.com,20 8052 0400,,1,25.4,0,0,True,False,False,False,3,0.667,21.0,,cppa-registry-current|cppa-registry-historical
511,Captify Technologies,captifytechnologies.com,,https://www.captifytechnologies.com/data-subject-rights-request/,legal-captify@verve.com,2078 126330,,1,25.3,0,0,True,False,False,False,3,1.0,5.0,,cppa-registry-current
512,Innovation Brands Corp,proxima.ai,,www.proxima.ai,privacy@proxima.ai,516-591-0661,,1,25.3,0,0,True,False,False,False,3,1.0,27.0,,cppa-registry-current
513,ListKit LLC,listkit.io,,https://www.listkit.io/privacy,andre@listkit.io,(272) 788-2122,,1,25.3,0,0,True,False,False,False,3,1.0,16.0,,cppa-registry-current
514,"Addapptation, Inc.",propensity.com,,https://www.propensity.com/,infosec@propensity.com,6033039260,,1,24.6,0,0,True,False,False,False,2,1.0,1.0,,cppa-registry-current
515,Anne Lewis Strategies LLC,missionwired.com,,https://info.missionwired.com/coop-optout,info@missionwired.com,(202) 525-7044,,1,24.6,0,0,True,False,False,False,2,1.0,43.0,,cppa-registry-current
516,"DealerSocket, LLC (US)",dealersocket.com,,https://dealersocket.com/privacy-policy/,privacy@solera.com,(855)839-8020,,1,24.6,0,0,True,False,False,False,2,1.0,19.0,,cppa-registry-current
517,"ROR Partners, LLC",rorpartners.com,,https://rorpartners.com/privacy-policy,privacy@rorpartners.com,8582982268,,1,24.6,0,0,True,False,False,False,2,1.0,14.0,,cppa-registry-current
518,"Acuant, Inc.",acuant.com,,https://privacyportal-uk.onetrust.com/webform/031bf7fd-91fa-4063-952c-c34cf194aa41/a93b067f-014b-4377-b045-da9e42c7025a,compliance@gbgplc.com,,privacyportal-uk.onetrust.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
519,"BeenVerified, Inc. and its subsidiaries and affiliates",beenverified.com-www.peoplelooker.com-www.neighborwho.com-www.numberg...,,https://www.beenverified.com/app/optout/search,ccpa@beenverified.com,,beenverified.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
520,"Blue Hill Marketing Solutions, inc",liftengine.com,,https://www.liftbasedata.com/request-to-know/,dataprivacy@liftbasedata.com,,liftbasedata.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
521,"DataX, Ltd.",consumers.dataxltd.com,,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,usprivacy@equifax.com,,myprivacy.equifax.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
522,"IDology, Inc.",idology.com,,https://privacyportal-uk.onetrust.com/webform/031bf7fd-91fa-4063-952c-c34cf194aa41/e59aad9a-ba10-4a55-86d7-81ef86357b91,compliance@gbgplc.com,,privacyportal-uk.onetrust.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
523,Infofree.com,infofree.com,,https://ccpa-optout.com/infofree/,bob@infofree.com,,ccpa-optout.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
524,"Knowledge Works, Inc., d/b/a PayNet",paynet.com,,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,usprivacy@equifax.com,,myprivacy.equifax.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
525,Ray CDP Inc,raycdp.com,,https://www.rayinsights.com/privacy-notice/consumer-choice-portal/,privacy@raycdp.com,,rayinsights.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
526,ResearchUSA,researchusallc.com,,https://ccpa-optout.com/rsusa/,privacy@researchusallc.com,,ccpa-optout.com,2,24.4,0,0,True,,,,,,,,cppa-registry-historical
527,"VIZIO Services, LLC",vizio.com; https,,https://privacyportal-cdn.onetrust.com/dsarwebform/41aebd10-58ee-4c98-9dd5-aa66c9be664a/0099df9c-c0aa-4bf7-bd5f-7f4ff46768f6.html,privacy@vizio.com,8554728817,privacyportal-cdn.onetrust.com,2,24.4,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
528,"5X5 US, LLC",join5x5.com,,https://join5x5.com/ccpa/,contact@join5x5.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
529,Accenture LLP,accenture.com,,https://www.accenture.com/us-en/form-do-not-sell-my-personal-information,regulatory.licenses@accenture.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
530,"AccuData Integrated Marketing, Inc.",accudata.com,,http://optout.accudata.com/request/opt-out,privacy.compliance@accudata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
531,"Acquire Media U.S., LLC",newsedge.com,,https://newsedge.com/privacy_policy/,newsedgesupport@moodys.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
532,"ActivImpact, LLC",activimpact.ai,,https://activimpact.ai/privacy-policy,privacy@activimpact.ai,8582982268,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
533,"AdeptID, Inc.",adept-id.com,,https://www.adept-id.com/opt-out-preferences/,privacy@adept-id.com,508-377-3103,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
534,Adprime Media LLC,adprime.com,,https://www.adprime.com/privacy-policy,privacy@adprime.com,2124408200,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
535,"AdsWizz, Inc.",adswizz.com,,www.adswizz.com,privacy@adswizz.com,9722078242,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
